1,1,温調弁付マニホールド,,dscn8972.jpg,200,150,on,1600×1200,,,,,,,,,,,,,,,left,数値,5,,,,,,,,,500,,0,2,2,#999999,,,20,,,#FFFFFF,-1,,,,#999999,,,,,,-1,,,,,,center,middle,,,,,,,,,,,2013/07/19(ﾐ) 14:50,1374213028,,,サンプル画像
2,2,脱臭装置,,daraiko.jpg,200,150,on,1150×1047,,,,,,,,,,,,,,,left,数値,5,,,,,,,,,500,,0,2,2,#999999,,,20,,,#FFFFFF,-1,,,,#999999,,,,,,-1,,,,,,center,middle,,,,,,,,,,,2013/07/19(ﾐ) 14:50,1374213028,,,サンプル画像
6,3,産業廃水処理装置,,,,,,,,,,,,,,,,,,,,,,数値,5,,,,,,,,,500,,0,2,2,#999999,,,20,,,#FFFFFF,-1,,,,#999999,,,,,,-1,,,,,,left,middle,,,,,,,,,,,2013/07/19(ﾐ) 14:50,1374213028,,,
5,4,排ガス処理装置,,,,,,,,,,,,,,,,,,,,,,数値,5,,,,,,,,,500,,0,2,2,#999999,,,20,,,#FFFFFF,-1,,,,#999999,,,,,,-1,,,,,,left,middle,,,,,,,,,,,2013/07/19(ﾐ) 14:50,1374213028,,,
4,5,冷却水循環装置,,,,,,,,,,,,,,,,,,,,,,数値,5,,,,,,,,,500,,0,2,2,#999999,,,20,,,#FFFFFF,-1,,,,#999999,,,,,,-1,,,,,,left,middle,,,,,,,,,,,2013/07/19(ﾐ) 14:50,1374213028,,,
